Year;GFDL-ESM2M;NorESM2;ACCESS;UKESM1;CanESM5;CESM;MPIESM;CNRM-ESM2-1;MIROC-ES2L
424;0.538473782;;;;;;;;
425;-0.103936742;;;;;;;;
426;0.070897367;;;;;;;;
427;0.257868927;;;;;;;;
428;0.432951099;;;;;;;;
429;0.186081958;;;;;;;;
430;0.023342839;;;;;;;;
431;0.254988381;;;;;;;;
432;0.35173834;;;;;;;;
433;0.340935613;;;;;;;;
434;0.078273128;;;;;;;;
435;0.30283949;;;;;;;;
436;0.366846278;;;;;;;;
437;0.154272455;;;;;;;;
438;0.056869568;;;;;;;;
439;0.346968136;;;;;;;;
440;0.549121611;;;;;;;;
441;0.146576076;;;;;;;;
442;-0.206925042;;;;;;;;
443;-0.113602553;;;;;;;;
444;0.584278602;;;;;;;;
445;0.620197777;;;;;;;;
446;0.708905797;;;;;;;;
447;0.741172972;;;;;;;;
448;0.063956934;;;;;;;;
449;-0.048902672;;;;;;;;
450;0.307004272;;;;;;;;
451;0.434200123;;;;;;;;
452;0.460225841;;;;;;;;
453;0.388455029;;;;;;;;
454;0.441345637;;;;;;;;
455;0.771029072;;;;;;;;
456;0.589222137;;;;;;;;
457;0.565036706;;;;;;;;
458;0.452734534;;;;;;;;
459;0.184246312;;;;;;;;
460;0.253524076;;;;;;;;
461;0.402863622;;;;;;;;
462;0.476315134;;;;;;;;
463;0.204047424;;;;;;;;
464;0.074753277;;;;;;;;
465;0.354229979;;;;;;;;
466;0.453479439;;;;;;;;
467;-0.111028102;;;;;;;;
468;0.259942053;;;;;;;;
469;0.483002778;;;;;;;;
470;0.409372373;;;;;;;;
471;0.323526586;;;;;;;;
472;0.438519347;;;;;;;;
473;0.017320913;;;;;;;;
474;-0.145845562;;;;;;;;
475;0.312682834;;;;;;;;
476;0.163614279;;;;;;;;
477;0.362932156;;;;;;;;
478;0.399904636;;;;;;;;
479;0.406085435;;;;;;;;
480;0.359760716;;;;;;;;
481;0.519743938;;;;;;;;
482;0.376359946;;;;;;;;
483;0.227187076;;;;;;;;
484;0.13959197;;;;;;;;
485;0.100347927;;;;;;;;
486;0.006190998;;;;;;;;
487;0.047950003;;;;;;;;
488;-0.567161693;;;;;;;;
489;-0.084745842;;;;;;;;
490;0.388264634;;;;;;;;
491;0.895883087;;;;;;;;
492;0.493822245;;;;;;;;
493;-0.074223105;;;;;;;;
494;0.16963603;;;;;;;;
495;0.081946265;;;;;;;;
496;0.286754013;;;;;;;;
497;0.482172925;;;;;;;;
498;0.442867182;;;;;;;;
499;0.333413895;;;;;;;;
