Year;GFDL-ESM2M;NorESM2;ACCESS;UKESM1;CanESM5;CESM;MPIESM;CNRM-ESM2-1;MIROC-ES2L
365.0;288.10014732047307;;;;;;;;
366.0;287.9342908885381;;;;;;;;
367.0;288.1637962863871;;;;;;;;
368.0;288.1639341589523;;;;;;;;
369.0;287.91749301022054;;;;;;;;
370.0;288.00270987732773;;;;;;;;
371.0;288.1677207633241;;;;;;;;
372.0;287.8319557503478;;;;;;;;
373.0;287.98934936523443;;;;;;;;
374.0;288.25783448937824;;;;;;;;
375.0;288.0781030106219;;;;;;;;
376.0;287.87576787243154;;;;;;;;
377.0;287.8766057262682;;;;;;;;
378.0;287.98013932737587;;;;;;;;
379.0;287.83610313102;;;;;;;;
380.0;287.89796995398126;;;;;;;;
381.0;288.1871066994864;;;;;;;;
382.0;288.01749777597934;;;;;;;;
383.0;287.7350004013271;;;;;;;;
384.0;287.98219997458267;;;;;;;;
385.0;288.26310132170386;;;;;;;;
386.0;288.2106513872539;;;;;;;;
387.0;287.82423630805874;;;;;;;;
388.0;287.81206514541424;;;;;;;;
389.0;287.95795405139665;;;;;;;;
390.0;288.12352453780505;;;;;;;;
391.0;288.1834286206389;;;;;;;;
392.0;287.76882106833267;;;;;;;;
393.0;287.90334263631746;;;;;;;;
394.0;288.0626183914812;;;;;;;;
395.0;288.05162236461905;;;;;;;;
396.0;287.804946941219;;;;;;;;
397.0;287.96187493311214;;;;;;;;
398.0;288.0170431894799;;;;;;;;
399.0;287.9440470656304;;;;;;;;
400.0;287.6572581670056;;;;;;;;
401.0;287.825519300487;;;;;;;;
402.0;287.7742762735445;;;;;;;;
403.0;287.75646830519594;;;;;;;;
404.0;288.1317865241065;;;;;;;;
405.0;288.1460838004334;;;;;;;;
406.0;287.7533841067798;;;;;;;;
407.0;287.70855227953774;;;;;;;;
408.0;287.7656619555329;;;;;;;;
409.0;287.9167972930491;;;;;;;;
410.0;287.9357924369917;;;;;;;;
411.0;287.9469873715754;;;;;;;;
412.0;287.9185946529859;;;;;;;;
413.0;287.88687919721207;;;;;;;;
414.0;287.8328684349583;;;;;;;;
415.0;288.01061576947774;;;;;;;;
416.0;288.2114840572828;;;;;;;;
417.0;288.14244560346214;;;;;;;;
418.0;288.0616245217519;;;;;;;;
419.0;287.95432011852535;;;;;;;;
420.0;287.95584850572567;;;;;;;;
421.0;287.8949661881956;;;;;;;;
422.0;287.936695422865;;;;;;;;
423.0;288.1103238040454;;;;;;;;
424.0;288.0298686824433;;;;;;;;
425.0;287.8248036841824;;;;;;;;
426.0;287.9329731980416;;;;;;;;
427.0;288.09358202790565;;;;;;;;
428.0;287.9976875200664;;;;;;;;
429.0;287.8557229238014;;;;;;;;
430.0;287.90830521256964;;;;;;;;
431.0;288.07459608104136;;;;;;;;
432.0;287.99944315871153;;;;;;;;
433.0;287.8096540895227;;;;;;;;
434.0;287.95098450543134;;;;;;;;
435.0;287.9769201827377;;;;;;;;
436.0;288.08758043263066;;;;;;;;
437.0;287.8946351769853;;;;;;;;
438.0;287.98268064734054;;;;;;;;
439.0;288.1900493465058;;;;;;;;
440.0;288.17894797129173;;;;;;;;
441.0;287.80631864364835;;;;;;;;
442.0;287.7885418617563;;;;;;;;
443.0;287.91568427935044;;;;;;;;
444.0;288.1839480883455;;;;;;;;
445.0;288.013584001097;;;;;;;;
446.0;288.18784806761033;;;;;;;;
447.0;288.2445108492081;;;;;;;;
448.0;288.0349194670377;;;;;;;;
449.0;288.03231627581874;;;;;;;;
450.0;288.13084307108846;;;;;;;;
451.0;288.0981588285264;;;;;;;;
452.0;288.0863258675354;;;;;;;;
453.0;288.0972102753104;;;;;;;;
454.0;288.2782464014341;;;;;;;;
455.0;288.25587099676267;;;;;;;;
456.0;288.13060403066146;;;;;;;;
457.0;288.23457925874897;;;;;;;;
458.0;288.138992016936;;;;;;;;
459.0;288.0062141313945;;;;;;;;
460.0;288.0539070860981;;;;;;;;
461.0;288.10642365756104;;;;;;;;
462.0;288.0143033798428;;;;;;;;
463.0;287.970085750214;;;;;;;;
464.0;287.9593450676905;;;;;;;;
465.0;288.1107204489512;;;;;;;;
466.0;288.13476830051377;;;;;;;;
467.0;287.89870822854243;;;;;;;;
468.0;288.1007258167006;;;;;;;;
469.0;288.1878776654806;;;;;;;;
470.0;288.07161104385176;;;;;;;;
471.0;288.1613157507492;;;;;;;;
472.0;288.18703170149286;;;;;;;;
473.0;288.0445420356646;;;;;;;;
474.0;288.01614279551046;;;;;;;;
475.0;288.1226870184076;;;;;;;;
476.0;288.0695935393033;;;;;;;;
477.0;288.04671973659566;;;;;;;;
478.0;288.17959837195;;;;;;;;
479.0;288.10429428309607;;;;;;;;
480.0;288.1363185098727;;;;;;;;
481.0;288.28521210134846;;;;;;;;
482.0;288.1857625046822;;;;;;;;
483.0;288.1432199974583;;;;;;;;
484.0;288.01242575449487;;;;;;;;
485.0;287.9649874752516;;;;;;;;
486.0;287.9994015210296;;;;;;;;
487.0;288.0141122478329;;;;;;;;
488.0;287.85696294079094;;;;;;;;
489.0;288.052081800487;;;;;;;;
490.0;288.24027032721534;;;;;;;;
491.0;288.34175950141804;;;;;;;;
492.0;288.0180561222442;;;;;;;;
493.0;287.88258758962974;;;;;;;;
494.0;288.0035723960563;;;;;;;;
495.0;287.9251370364673;;;;;;;;
496.0;288.11728816620297;;;;;;;;
497.0;288.28673572279007;;;;;;;;
498.0;288.09085108090756;;;;;;;;
499.0;288.07497817784144;;;;;;;;
