Year;GFDL-ESM2M;NorESM2;ACCESS;UKESM1;CanESM5;CESM;MPIESM;CNRM-ESM2-1;MIROC-ES2L
76.0;287.820304473459;289.05;289.52;289.358924726;15.45;289.38609683;288.3289;288.76086;289.67872
77.0;287.8958562981593;288.8;289.36;289.348029888;15.51;289.35994021;288.1553;288.625335;289.30744
78.0;287.93775768541315;288.84;289.38;289.348343276;15.59;289.15791575;288.3691;288.71938;289.14877
79.0;287.9978588365529;288.91;289.47;289.374096701;15.58;289.22173077;288.4125;288.750017;289.38793
80.0;287.94147430837967;288.93;289.51;289.142516481;15.5;288.99991517;288.2511;288.701035;289.70513
81.0;287.715740548748;288.98;289.47;289.166634637;15.46;289.23789098;288.2496;288.825247;289.58144
82.0;287.86240903253434;288.63;289.55;289.15102925900004;15.45;289.23139802;288.0738;288.774922;289.13885
83.0;288.1201075723727;288.68;289.37;289.358701203;15.41;289.13953251;287.9734;288.803925;289.18706000000003
84.0;288.016090790213;288.91;289.51;289.319394592;15.55;289.1496917;288.1604;288.772821;289.30944
85.0;287.74238573884315;288.78;289.58;289.37930601200003;15.66;289.04900098;288.1868;288.755394;289.39737
86.0;287.66957305490155;288.75;289.53;289.335989249;15.51;289.17507138;288.3731;288.497295;289.5963
87.0;288.0650480923588;288.92;289.53;289.285270059;15.36;288.96255907;288.243;288.87302;289.53961
88.0;288.25307274387313;288.83;289.46;289.451623988;15.59;289.11980764;288.2163;288.737183;289.56761
89.0;288.01712838786926;288.73;289.51;289.53136511400004;15.54;289.1705135;288.086;288.791921;289.70155
90.0;288.03183016842365;288.83;289.50;289.387592777;15.47;289.09380281;288.1003;288.824518;289.24954
91.0;288.01079193533286;288.75;289.24;289.388008554;15.43;289.17320934;288.0551;288.783217;289.32461
92.0;287.90520897434186;288.81;289.40;289.5676554;15.5;289.04295282;288.1667;288.690923;289.39768
93.0;287.91837760193715;288.76;289.55;289.517379446;15.46;288.79592637;288.1035;288.713248;289.62183
94.0;288.0985823957888;288.66;289.37;289.376974134;15.59;288.96374634;287.9559;288.625869;289.37303
95.0;288.192652036066;288.91;289.44;289.487747216;15.46;289.02895217;288.0759;288.845088;289.25656000000004
96.0;287.82338407333583;288.93;289.53;289.45008566;15.34;288.98381344;288.1249;288.779038;289.4166
97.0;287.8007561670591;288.52;289.60;289.310491581;15.53;288.93415622;287.8612;288.597474;289.73588
98.0;287.96107863334765;288.42;289.52;289.487025591;15.7;288.89474338;287.908;288.669943;289.70729
99.0;288.0202602438731;288.64;289.49;289.461118807;15.53;288.78960953;288.1393;288.656272;289.35239
100.0;287.9160596873663;288.7;289.70;289.300589981;15.37;288.93424315;288.1801;288.776196;289.15846
101.0;287.87649076278893;288.53;289.66;289.361057881;15.51;288.92297517;288.035;288.837197;289.14606000000003
102.0;287.84941916269804;288.6;289.55;289.486025032;15.47;288.86623391;288.0353;288.653856;289.30025
103.0;287.7699004708905;288.78;289.60;289.55786515200003;15.29;288.88531786;288.1933;288.574236;289.4467
104.0;287.9082813001659;288.64;289.51;289.400485368;15.36;288.90933693;288.0829;288.733063;289.53836
105.0;287.990732856646;288.65;289.35;289.31451746;15.3;288.86280348;288.0319;288.706567;289.29696
106.0;288.0024832111516;288.84;289.45;289.52114769900004;15.29;288.92498536;287.9122;288.838802;289.34333
107.0;287.7918171085724;288.74;289.42;289.552464208;15.32;288.83729023;287.9172;288.556895;289.43848
108.0;287.8247896377355;288.54;289.30;289.464128194;15.47;288.9990965;288.0478;288.791456;289.35555
109.0;287.8944801644104;288.66;289.42;289.28297693900004;15.47;288.93777871;288.139;288.694818;289.34789
110.0;287.8631170403468;288.83;289.41;289.448394411;15.52;288.66821496;288.093;288.486225;289.35783
111.0;287.80849233130886;288.56;289.44;289.49183483900003;15.31;288.77323486;288.088;288.591081;289.50067
112.0;287.8919191125322;288.56;289.52;289.326870742;15.4;288.72339872;288.1152;288.576058;289.59056
113.0;288.02478035704735;288.74;289.52;289.327013576;15.36;288.81455966;288.165;288.589774;289.20333
114.0;287.7044528908926;288.7;289.42;289.41566809;15.39;288.95138414;287.9904;288.703002;289.23554
115.0;287.68630103542387;288.9;289.53;289.419580714;15.55;288.83303236;288.1066;288.529338;289.41057
116.0;287.78051724368584;288.67;289.49;289.451215741;15.46;288.73850424;288.0705;288.634414;289.61408
117.0;288.0026134752248;288.64;289.50;289.469101881;15.49;288.81375459;287.9287;288.682129;289.53737
118.0;287.7228599234803;288.83;289.40;289.673987732;15.43;288.8211569;288.0915;288.699971;289.21114
119.0;287.9161386986302;288.59;289.43;289.490974901;15.59;289.00703066;288.2433;288.615179;289.1977
120.0;288.05657933901443;288.58;289.61;289.524468632;15.52;288.93116252;288.1212;288.73445;289.39574
121.0;287.80453541376824;288.74;289.50;289.554233625;15.34;288.92421303;288.1426;288.719458;289.6192
122.0;287.94997508427866;288.99;289.49;289.471244478;15.38;288.88900023;288.2653;288.838868;289.41103
123.0;288.078339459145;288.65;289.63;289.516011166;15.46;288.72163836;288.0531;288.696064;289.17746
124.0;287.85500128759105;288.46;289.47;289.362620541;15.38;288.80300221;287.9276;288.72041;289.23059
125.0;287.9257206328928;288.59;289.44;289.373760511;15.32;288.76470638;287.9889;288.555253;289.52538
126.0;288.05804108920165;288.79;289.61;289.409771262;15.29;288.69388101;287.9721;288.627586;289.40459
127.0;287.6151598786655;288.87;289.69;289.353996224;15.38;288.85244547;287.975;288.712534;289.13356
128.0;287.7838088780234;289.02;289.73;289.457708699;15.38;288.82698129;288.2318;288.800269;288.9816
129.0;288.06481900149834;288.9;289.68;289.503617421;15.44;288.68764993;288.2762;288.804011;289.08078
130.0;288.21481423573954;288.8;289.57;289.411055114;15.39;288.6775004;288.1623;288.690106;289.45955
131.0;287.80816533336906;288.99;289.47;289.460571823;15.43;288.64280309;287.9212;288.792793;289.5176
132.0;287.79768551343113;288.92;289.46;289.417492541;15.46;288.75925794;288.0186;288.772313;289.41773
133.0;287.97021885702054;288.77;289.54;289.452000976;15.23;288.70552908;288.0546;288.71924;289.27991000000003
134.0;287.9868186637147;288.81;289.32;289.215408866;15.29;288.6546891;287.9257;288.912812;289.12359
135.0;287.7812084459279;288.8;289.31;289.357766873;15.35;288.78271769;288.0129;288.776595;289.28372
136.0;287.8944243966717;288.78;289.42;289.635445172;15.34;288.70342267;288.1324;288.787871;289.48824
137.0;287.9567465586206;288.78;289.48;289.29184128982985;15.29;288.77422636;288.2605;288.789197;289.24761
138.0;288.08750058526863;288.83;289.58;289.40791076250787;15.37;288.69997229;287.9197;288.891813;289.11306
139.0;287.6982033089416;288.87;289.66;289.49043726926925;15.28;288.79709728;287.9146;288.748311;289.06835
140.0;287.6901075389288;288.7;289.48;289.4726210482476;15.19;288.87221119;287.9135;288.84904;289.15669
141.0;287.9850798306401;288.65;289.43;289.3932592464323;15.37;288.70550199;288.0797;288.855583;289.5031
142.0;288.0605635969606;288.77;289.47;289.50463655394816;15.51;288.68131163;288.0612;288.85835;289.19776
143.0;287.7585546206122;288.51;289.55;289.5802292154958;15.52;288.78532951;287.8237;288.637342;289.00231
144.0;287.8404010929474;288.54;289.45;289.60185617969915;15.64;288.72431439;287.9804;288.647723;289.05073
145.0;288.0859855756368;289.02;289.26;289.59732307740603;15.51;288.92794336;288.1643;288.745387;289.37268
146.0;288.155690399588;288.82;289.33;289.54367273178264;15.33;288.57017931;288.0765;288.766283;289.5038
147.0;288.06494040293245;288.45;289.42;289.4846418629064;15.36;288.8078273;287.8462;288.840665;289.21805
148.0;287.80453900898976;288.43;289.50;289.505768771291;15.32;288.92759117;287.8651;288.922091;289.07037
149.0;287.9044051496951;288.46;289.50;289.47062249727134;15.27;288.88903013;287.972;288.877093;289.30392
150.0;288.1001008334226;288.72;289.57;289.7765676295882;15.29;288.86288858;287.9827;288.805388;289.31005
151.0;287.91232316526646;288.8;289.66;289.55828011977366;15.41;288.82922521;288.0551;288.845116;289.46221
152.0;287.9060736669253;288.88;289.75;289.50307622587206;15.34;288.86517252;287.9887;288.89785;289.2462
153.0;288.22512223753216;288.94;289.68;289.5289033461939;15.28;288.78538251;287.9134;288.846977;289.10017
154.0;287.89664281557685;288.59;289.56;289.52831726752083;15.3;288.66419418;287.9965;288.976262;289.19903
155.0;287.9004828466129;288.6;289.27;289.4222656849813;15.36;288.8910151;287.9749;288.780095;289.2596
156.0;288.069294801477;288.73;289.45;289.3624784167436;15.49;288.84006299;288.1066;288.941237;289.46637000000004
157.0;287.8009134370987;288.77;289.45;289.4021402558961;15.38;288.74604398;288.0619;288.807817;289.26956
158.0;287.9778778494221;288.93;289.37;289.54902356556414;15.35;288.80752289;287.8221;289.032769;289.02193
159.0;287.94936690657113;288.76;289.30;289.4285474911745;15.28;288.75190492;287.9089;289.015561;289.04591
160.0;287.93143603181187;288.38;289.37;289.44237067109725;;288.71829065;287.8329;288.854991;289.1503
161.0;287.900046319831;288.49;289.33;289.49167588507305;;288.79272079;287.892;288.949149;289.5322
162.0;287.9700817369436;288.83;289.22;289.46567491707884;;288.6501659;287.968;288.90543;289.37338
163.0;288.2001127060146;288.91;289.24;289.4612203224044;;288.8889139;288.0511;288.914631;289.00446
164.0;288.16837392310583;288.65;289.38;289.4705038902036;;288.83705278;288.0585;288.897387;289.05733
165.0;288.1215158958958;288.7;289.42;289.3200370044642;;288.8798197;288.0891;288.761323;289.19943
166.0;288.13548600706343;;289.48;;;288.82765397;287.9059;288.61902;289.41565
167.0;287.9991654069457;;;;;288.78562787;287.7509;288.623836;289.14033
168.0;288.0407696449594;;;;;288.6198244;287.9538;288.746033;289.03533
169.0;288.2562510869275;;;;;288.84769153;287.9566;288.789755;289.12383
170.0;288.1467377963132;;;;;288.87503823;287.8428;288.693513;289.26398
171.0;287.8556566212276;;;;;288.85885477;287.877;;289.42325
172.0;287.97761288995616;;;;;288.90160747;287.9826;;289.2979
173.0;288.0059381354346;;;;;288.78292627;288.0686;;289.09102
174.0;288.05437939787566;;;;;288.77420759;287.9173;;289.08049
175.0;287.93748561911394;;;;;288.87759363;287.9229;;289.22175
176.0;287.8557697452911;;;;;288.95116025;287.9641;;289.07845
177.0;288.05070667005566;;;;;288.81533235;287.8138;;289.15505
178.0;288.207013023063;;;;;289.01727781;287.8593;;289.47327
179.0;287.79653144731924;;;;;288.91202339;287.8999;;289.2034
180.0;287.8343055202537;;;;;288.60311183;287.9334;;289.11872
181.0;287.9615164978864;;;;;288.87135323;288.0745;;289.13954
182.0;288.04753693881105;;;;;288.90930244;287.9824;;289.1752
183.0;288.0702372511773;;;;;288.7540977;287.7943;;289.38594
184.0;288.0577519665026;;;;;288.97327747;287.738;;289.44622000000004
185.0;288.0395817168772;;;;;288.97132013;287.9283;;289.13144
186.0;287.71086902357126;;;;;288.79315238;288.0046;;289.05022
187.0;287.8685135514769;;;;;288.92298789;287.9073;;289.17072
188.0;287.8233328205265;;;;;288.88562464;287.8179;;289.39814
189.0;287.95340116317965;;;;;288.86610567;287.8042;;289.50184
190.0;287.8827260474637;;;;;289.0020131;287.7671;;289.01179
191.0;287.9405283470677;;;;;288.95494434;287.9223;;289.05725
192.0;288.14513399307043;;;;;288.90672674;287.6952;;289.2674
193.0;287.93441086860554;;;;;288.95821816;287.7474;;289.53673
194.0;287.7990943386131;;;;;288.9046091;287.9691;;289.26532000000003
195.0;287.85737605682795;;;;;288.65693588;287.7895;;289.11695
196.0;288.06928376498297;;;;;288.88168574;287.7509;;289.08846
197.0;287.89874735793023;;;;;288.72608076;287.9505;;289.14915
198.0;287.51912540801584;;;;;288.80809203;287.9966;;289.29282
199.0;287.76754702215334;;;;;288.95256387;287.9019;;289.10342
200.0;288.0525930744328;;;;;288.81758253;287.7805;;289.04806
201.0;288.0943315061805;;;;;288.9753192;287.8797;;289.11313
202.0;287.6929542855041;;;;;288.88156923;288.0141;;289.20189
203.0;287.8290190396244;;;;;288.85138617;288.0596;;289.21857
204.0;288.0076716174819;;;;;288.94053208;287.8771;;289.24653
205.0;288.1555151534408;;;;;288.89415806;287.7346;;289.0472
206.0;288.109677751097;;;;;288.87979572;287.7126;;289.1637
207.0;287.7192553376499;;;;;289.02961985;287.8092;;289.27343
208.0;287.84853833342254;;;;;288.93592906;288.0879;;289.32836000000003
209.0;287.9281540126017;;;;;288.70920162;288.1478;;289.28339
210.0;287.9670976194617;;;;;288.88837936;287.8008;;289.01976
211.0;288.00900360525475;;;;;288.94829573;287.8132;;288.99425
212.0;288.1232706148331;;;;;288.74342909;287.95;;289.06389
213.0;288.10375065215646;;;;;289.00350117;287.9925;;289.11594
214.0;287.9730686971587;;;;;289.07971685;287.9239;;289.29228
215.0;287.9634044908498;;;;;289.19200586;287.7366;;289.34441
216.0;287.9439291758081;;;;;288.90354486;287.7536;;289.36
217.0;288.01781825235446;;;;;;287.7151;;289.34216000000004
218.0;288.08194078419314;;;;;;287.6564;;289.03521
219.0;287.94453425995295;;;;;;287.6295;;288.95577000000003
220.0;287.6999232462008;;;;;;287.8631;;288.98742000000004
221.0;287.9340123006743;;;;;;287.8556;;289.26313
222.0;288.1891405079464;;;;;;287.8001;;289.21299
223.0;288.08734975318396;;;;;;287.7145;;289.06694
224.0;287.80614640745404;;;;;;287.7283;;289.07872000000003
225.0;287.71839875521727;;;;;;288.0665;;289.04922
226.0;287.9399920737907;;;;;;288.0649;;289.05385
227.0;288.00395658310146;;;;;;287.8345;;289.26396
228.0;288.0994288614352;;;;;;287.6781;;289.21577
229.0;287.9490813790936;;;;;;287.7826;;288.98418
230.0;288.0311260902718;;;;;;287.8602;;288.86744
231.0;287.9840457445955;;;;;;288.0139;;289.08974
232.0;288.00676219365374;;;;;;287.9485;;289.28424
233.0;288.18351114351464;;;;;;287.7234;;289.06974
234.0;288.2364847261612;;;;;;287.7347;;288.9369
235.0;287.78665520654977;;;;;;287.7595;;289.11185
236.0;287.93517690162145;;;;;;287.8542;;289.31817
237.0;288.1822525651488;;;;;;287.968;;289.12572
238.0;288.15604306573744;;;;;;287.7321;;288.86741
239.0;288.1052178369809;;;;;;287.6906;;288.78088
240.0;288.1259786527451;;;;;;287.7871;;288.94337
241.0;288.30060817770766;;;;;;287.8313;;289.13923
242.0;288.22960322131854;;;;;;287.7886;;289.4004
243.0;287.980618244328;;;;;;287.7955;;289.02758
244.0;287.95336905701527;;;;;;288.0145;;288.79613
245.0;288.1316659587704;;;;;;288.0641;;288.91456
246.0;288.1858911801692;;;;;;287.8123;;289.22052
247.0;287.945306145655;;;;;;287.7159;;289.33897
248.0;287.9380567576788;;;;;;287.8202;;289.07834
249.0;287.97983482047306;;;;;;287.9328;;289.02178
250.0;288.02558376364516;;;;;;;;289.09211
251.0;288.0374498341182;;;;;;;;289.17057
252.0;288.164962225091;;;;;;;;289.13884
253.0;288.1007654477472;;;;;;;;288.91497000000004
254.0;288.0770058827858;;;;;;;;288.96147
255.0;288.1507549129121;;;;;;;;289.11358
256.0;288.26143255364406;;;;;;;;289.15731
257.0;288.3725491458423;;;;;;;;289.07722
258.0;288.28551200971214;;;;;;;;288.95207
259.0;288.17238109013806;;;;;;;;289.10544
260.0;288.1218888792273;;;;;;;;289.07946
261.0;288.0653904745024;;;;;;;;289.20498
262.0;288.0234960268622;;;;;;;;289.10495
263.0;288.1506498153896;;;;;;;;288.90972
264.0;288.16814332726887;;;;;;;;288.96739
265.0;288.2123784313464;;;;;;;;289.19915
266.0;288.0076420196116;;;;;;;;289.29481
267.0;288.1258396096426;;;;;;;;288.9524
268.0;288.09003513283926;;;;;;;;288.9283
269.0;287.9432109675996;;;;;;;;288.96843
270.0;288.017192182149;;;;;;;;289.20602
271.0;288.1820165346747;;;;;;;;289.46562
272.0;288.0517897514448;;;;;;;;289.25266
273.0;287.93441630324276;;;;;;;;288.99177000000003
274.0;287.88315229023976;;;;;;;;288.93014
275.0;287.87738906651333;;;;;;;;289.0099
276.0;288.03743495157323;;;;;;;;289.06264
277.0;288.1662708021191;;;;;;;;289.05384
278.0;288.1835269457674;;;;;;;;289.18314
279.0;288.1681970883723;;;;;;;;289.36294
280.0;288.2678601408658;;;;;;;;289.06487000000004
281.0;288.0045609147582;;;;;;;;289.04909
282.0;287.93798267939326;;;;;;;;289.13056
283.0;288.1924893313892;;;;;;;;289.30206
284.0;288.0980966228329;;;;;;;;289.41639
285.0;288.1285759912779;;;;;;;;289.024
286.0;288.07802015330697;;;;;;;;288.9397
287.0;288.1507893601509;;;;;;;;289.12139
288.0;287.9756532433915;;;;;;;;289.37465
289.0;288.0179204235339;;;;;;;;289.41417
290.0;288.235442028307;;;;;;;;289.25562
291.0;288.3389827362479;;;;;;;;288.8384
292.0;288.0800257016535;;;;;;;;288.76876
293.0;288.03160718107887;;;;;;;;288.93273
294.0;288.0384460449219;;;;;;;;289.15393
295.0;288.0056469224904;;;;;;;;289.19239
296.0;288.02754934650585;;;;;;;;288.99908
297.0;287.96144225238123;;;;;;;;289.02508
298.0;287.88113879896196;;;;;;;;289.01075
299.0;288.0982089107984;;;;;;;;289.13905
300.0;287.9864156644639;;;;;;;;289.07104
301.0;287.9940970642927;;;;;;;;289.16034
302.0;287.91624588639775;;;;;;;;289.01086000000004
303.0;287.8928257772368;;;;;;;;289.04758
304.0;287.98814688904645;;;;;;;;289.2073
305.0;288.04671881688785;;;;;;;;289.18721
306.0;288.22233811469926;;;;;;;;289.19714
307.0;288.0048580639983;;;;;;;;289.24807000000004
308.0;287.75112379936326;;;;;;;;289.2516
309.0;287.7547352411976;;;;;;;;289.36051000000003
310.0;287.8744668202858;;;;;;;;
311.0;288.16298719432257;;;;;;;;
312.0;288.1297237866546;;;;;;;;
313.0;287.74651865501926;;;;;;;;
314.0;287.6771254448042;;;;;;;;
315.0;287.80871682363016;;;;;;;;
316.0;287.93247254254067;;;;;;;;
317.0;288.0306493471747;;;;;;;;
318.0;288.09005787470574;;;;;;;;
319.0;287.8791675306347;;;;;;;;
320.0;288.07350037457195;;;;;;;;
321.0;288.0032386257224;;;;;;;;
322.0;287.89650059530186;;;;;;;;
323.0;287.873549202697;;;;;;;;
324.0;287.99233941901224;;;;;;;;
325.0;288.03593699834124;;;;;;;;
326.0;288.26331594806834;;;;;;;;
327.0;287.8047493712544;;;;;;;;
328.0;287.9366713432417;;;;;;;;
329.0;287.94134429513593;;;;;;;;
330.0;287.8811173948524;;;;;;;;
331.0;287.98616792861736;;;;;;;;
332.0;288.0580932617188;;;;;;;;
333.0;288.1980952850761;;;;;;;;
334.0;287.85500923052234;;;;;;;;
335.0;287.8238950964523;;;;;;;;
336.0;287.99392566419635;;;;;;;;
337.0;288.10367632304155;;;;;;;;
338.0;288.01228612612374;;;;;;;;
339.0;288.03441889514664;;;;;;;;
340.0;288.15676779551046;;;;;;;;
341.0;288.07622212449166;;;;;;;;
342.0;288.03687242481806;;;;;;;;
343.0;288.08806327924344;;;;;;;;
344.0;288.18904552721;;;;;;;;
345.0;288.3247647220141;;;;;;;;
346.0;288.0085601388592;;;;;;;;
347.0;288.10585444202167;;;;;;;;
348.0;288.23761839148125;;;;;;;;
349.0;288.29293129280825;;;;;;;;
350.0;288.0842802700932;;;;;;;;
351.0;288.0760447044896;;;;;;;;
352.0;288.30444854318284;;;;;;;;
353.0;288.19712398999366;;;;;;;;
354.0;288.07877782534246;;;;;;;;
355.0;288.26350097656257;;;;;;;;
356.0;288.0195738909996;;;;;;;;
357.0;288.0773240180865;;;;;;;;
358.0;288.05979171125864;;;;;;;;
359.0;287.9694498976616;;;;;;;;
360.0;288.0372257598459;;;;;;;;
361.0;287.99329859067325;;;;;;;;
362.0;287.91457435921444;;;;;;;;
363.0;287.93111530460726;;;;;;;;
364.0;288.03257379401225;;;;;;;;
