year co2cumem[PgC] co2em[PgC] co2conc[ppm] T_TCRE[K] T_ESM[K]
0	0.4917	0.4917	282.3506	0.0000	0.0000
1	0.8807	0.3890	282.6832	0.0005	0.0920
2	1.3465	0.4658	282.8941	0.0011	0.0832
3	1.9047	0.5582	282.9448	0.0019	-0.0189
4	2.5728	0.6681	283.2701	0.0027	-0.0258
5	3.3663	0.7935	283.5378	0.0038	0.0804
6	4.3083	0.9420	283.9813	0.0050	0.1793
7	5.4214	1.1131	284.5961	0.0065	0.1740
8	6.7306	1.3092	285.0055	0.0082	0.1269
9	8.2667	1.5361	285.5105	0.0103	0.1881
10	10.0588	1.7921	286.0256	0.0126	0.1886
11	12.1454	2.0866	286.5220	0.0154	-0.0579
12	14.5661	2.4207	287.2793	0.0186	-0.1150
13	17.3624	2.7963	288.2669	0.0223	0.0712
14	20.5794	3.2170	289.5885	0.0265	0.0976
15	24.2655	3.6861	290.6858	0.0314	-0.1453
16	28.4749	4.2094	291.9671	0.0369	-0.0089
17	33.2628	4.7879	293.7226	0.0433	0.1081
18	38.6856	5.4228	295.4717	0.0504	0.0780
19	44.8063	6.1207	297.5602	0.0585	0.1605
20	51.6867	6.8804	299.9386	0.0676	0.1177
21	59.3913	7.7046	302.5183	0.0777	0.1157
22	67.9838	8.5925	305.3206	0.0891	0.1632
23	77.5307	9.5469	308.3844	0.1017	0.1520
24	88.0964	10.5657	311.5514	0.1156	0.0351
25	99.7467	11.6503	315.2057	0.1310	-0.0013
26	112.5419	12.7952	319.3641	0.1479	0.1665
27	126.5382	13.9963	323.9885	0.1664	0.2826
28	141.7881	15.2499	328.7964	0.1865	0.2391
29	158.3408	16.5527	333.9834	0.2084	0.1636
30	176.2373	17.8965	339.6196	0.2320	0.1662
31	195.5117	19.2744	345.6030	0.2574	0.2891
32	216.1904	20.6787	352.3023	0.2847	0.4356
33	238.2872	22.0968	359.2791	0.3139	0.5512
34	261.8074	23.5202	366.5504	0.3449	0.5133
35	286.7460	24.9386	374.2930	0.3779	0.4922
36	313.0856	26.3396	382.5031	0.4126	0.5186
37	340.7949	27.7093	390.9128	0.4492	0.4825
38	369.8328	29.0379	399.7266	0.4875	0.4763
39	400.1480	30.3152	409.1839	0.5275	0.5889
40	431.6685	31.5205	418.9316	0.5692	0.7392
41	464.3173	32.6488	428.9583	0.6122	0.8261
42	498.0011	33.6838	439.3223	0.6567	0.8955
43	532.6176	34.6165	449.7082	0.7024	0.9213
44	568.0549	35.4373	460.4244	0.7492	1.0016
45	604.1919	36.1370	471.3980	0.7969	1.1127
46	640.8941	36.7022	482.1211	0.8453	0.9728
47	678.0309	37.1368	493.2027	0.8944	1.0841
48	715.4597	37.4288	504.4495	0.9438	1.2486
49	753.0313	37.5716	515.2604	0.9934	1.2010
50	790.6039	37.5726	526.1830	1.0429	1.0509
51	828.0290	37.4251	536.9314	1.0923	1.1623
52	865.1629	37.1339	547.4647	1.1414	1.2661
53	901.8659	36.7030	557.9372	1.1898	1.4227
54	937.9973	36.1314	567.9637	1.2375	1.4201
55	973.4312	35.4339	577.6519	1.2843	1.4915
