YEAR ST CO2 LA_CO2_FLUX OA_CO2_FLUX GPP NPP HETRES CLIVE CDEAD
1888 14.3823559968279 414.968414306641 4.36530479836314 2.92306566231808 107.596449840306 47.8924854450215 40.466404325523 581.570974466565 1743.08282739814
1889 14.4190384888839 419.118103027344 5.59510769837257 2.91134578172938 113.530302577593 50.2964236542844 41.6807550677641 585.568351411557 1744.72732377308
1890 14.6225595408098 423.309295654297 4.54172508913808 2.77459063791561 112.470377474163 50.1858383472785 42.7084735746568 588.239591508672 1746.5948968638
1891 14.5762222777362 427.542388916016 7.36864312703955 3.02080167764434 116.183273409844 52.1856871799224 41.8951739551837 592.594005876166 1748.20758461416
1892 14.670001209603 431.817810058594 4.85228377191174 3.18942889582095 113.921887338435 50.1144021409684 42.5197787940549 595.91718807621 1750.99232722189
1893 14.8320109718905 436.135986328125 2.91729161174064 3.11677669997744 111.167608785813 47.662285675545 41.7944848470279 598.754693312779 1752.65168487634
1894 14.7649815065521 440.497314453125 5.21742066122379 3.09380080679471 112.993682801154 50.2907696087788 42.316821009939 601.246019450597 1753.86694177677
1895 14.7402002896025 444.902313232422 4.74553379363544 3.06982289314471 111.795271150445 49.8312180419374 42.4943177307063 603.997875356147 1755.68343538672
1896 14.6943654201596 449.351287841797 6.62281352466164 2.88204321758295 117.234406785553 52.3658091750637 42.6910652401904 608.457305907527 1757.43169052503
1897 14.6856592930231 453.844787597656 6.01759515046814 3.23655641246855 117.904641786909 51.8080893909535 42.710464838645 612.884477590861 1759.7146804593
1898 14.8529577642738 458.38330078125 3.96594780290377 3.05697207367567 113.718214947943 50.0220756648433 43.0503227083072 614.534997789767 1762.30316305128
1899 14.7856345539708 462.967102050781 6.56264280945742 3.17083176103302 117.198178977893 52.3893483526661 42.907868340851 618.255731528949 1764.45329188657
1900 14.7949147278691 467.596801757812 5.13544923383347 3.28671452660921 116.968325079395 51.2906180061024 43.1340028958503 622.010268120044 1766.55823623267
1901 14.6386763233111 472.272796630859 6.27609059325408 3.17173499543623 118.654775787545 52.4825117274532 43.0406397547048 625.575265314335 1768.96690731729
1902 14.826711124794 476.995513916016 6.08233372043554 3.2623961031385 119.396459741992 52.5374750129925 43.3086498988411 629.192841246436 1771.50181092511
1903 14.950411070275 481.765411376953 6.74220791390126 3.19130931499781 122.950058488695 54.3572892555664 44.8991871495037 633.46670201119 1772.97749915963
1904 14.8731448540088 486.583099365234 6.53081157587917 3.13095374857425 124.311500500111 53.7219800333506 44.0999097442224 638.612403582312 1775.3351847841
1905 15.0521070359692 491.448913574219 4.51717929308479 3.50387850478248 119.021454789369 51.7016773932527 44.3061893737011 640.863632739874 1778.12930472916
1906 14.9786644776165 496.363403320312 6.90448447961574 3.3969688519288 123.313878864834 54.3040385115834 44.2351759607365 645.266461828175 1779.87176938805
1907 14.8451530109087 501.326995849609 7.95711625934456 3.39343102354481 125.469031059448 55.5437537454413 44.4096692900773 650.020346058323 1782.37873513225
1908 15.1222600193997 506.340301513672 4.8895796061232 3.36146939121105 122.721527309868 52.4655383284693 44.5693928834403 654.083466614961 1785.58978203029
1909 15.1960164911926 511.403686523438 5.5317711779405 3.3284732470909 122.069181071902 53.9052620629904 45.7220166839929 655.824097108302 1787.81659145577
1910 14.9389831079337 516.517822265625 7.84827384031826 3.42950196283042 125.011812392126 55.5923595539769 44.4832486061073 660.645373924037 1790.39071954154
1911 15.0505980408235 521.682922363281 6.46567811137935 3.35597055039445 125.580192368723 55.0953150363994 45.5323228291638 664.895670507731 1793.42760077014
1912 15.2012628343687 526.899780273438 6.74434153582524 3.53739197088208 127.358595616856 55.8791212227176 46.1808735323596 668.996823322105 1795.89708280061
1913 15.3085262288528 532.168823242188 5.9714324023328 3.64585698435266 124.839389603035 54.2997028351582 45.3886609764381 672.678241744733 1798.28260899563
1914 15.2427803150388 537.490417480469 6.70802676805867 3.48163816313421 126.727315000717 55.4016936936612 45.4783252467518 676.854952607479 1800.43965792319
1915 15.1998032841423 542.865417480469 6.98057039973914 3.65449587733919 128.748259908455 55.691135576297 45.4457143021704 681.599350742638 1803.14315726994
1916 15.3350265948139 548.294006347656 6.76982664789466 3.50706606992318 128.547206938054 55.665728166735 46.198507838018 685.384734791194 1805.4441732757
1917 15.4307860325873 553.776916503906 6.88186226124315 3.66028109343449 130.953211994249 56.4172287367481 46.549739973331 690.451496758336 1808.1727629011
1918 15.418515639226 559.314697265625 6.88788336919332 3.502022917231 130.108379076684 56.3400013583943 46.3443754800689 694.324459532064 1811.13688234729
1919 15.3740181270215 564.907897949219 6.46814299087822 3.51567035964018 129.845700411123 56.0192986060611 45.9153430367354 698.124808353802 1814.10581944245
1920 15.5271323352258 570.556884765625 5.29879321542982 3.67406119378857 128.913786318256 55.0109031362451 46.4259091653957 701.675942564178 1816.52152781566
1921 15.5798914804571 576.262512207031 5.74606313161061 3.28662033675787 128.593068202161 55.9480731115246 47.0749027816193 704.674809010947 1818.92619516
1922 15.4627359546002 582.025085449219 7.56307416746413 3.62490112983002 133.093122351648 58.0494018606055 47.198151250246 709.329661771895 1821.08874652463
1923 15.5891667690591 587.845397949219 7.02126100317098 3.74400203436425 131.749799677509 57.442565668606 47.4879951625401 713.285038667895 1823.97610432444
1924 15.6705950007248 593.723815917969 7.92061684740023 3.5194870002887 138.270106404004 59.7075116252091 48.510613741383 719.583030263021 1825.48391003551
1925 15.6006445356014 599.661071777344 6.49748718138085 3.54948012137845 133.750241022596 57.1910089625646 47.510760145341 723.448950998228 1828.70712153514
1926 15.6470763509409 605.65771484375 6.58816903238536 3.53387527731444 135.155672811836 57.8295658499675 48.1590550695065 727.730396506323 1831.15126131008
1927 15.6544679108047 611.714294433594 7.20970227261667 3.46831185690349 136.020672831696 58.3477968143969 48.0815208693433 732.564025366158 1833.93181145605
1928 15.9380389727766 617.831420898438 6.12252739325614 3.626105259001 134.224991163193 57.6207558248397 48.5739432411453 735.696280776815 1836.87392179615
1929 15.9358851349198 624.009704589844 5.4195823647125 3.53988759148436 132.798046213173 56.57146928065 47.6096779399543 739.499298759877 1839.44523977487
1930 15.9063180283497 630.249816894531 5.50150389261628 3.87337196466448 132.251907815978 56.9181189016203 48.1726187171009 741.951807534052 1842.0523559276
1931 15.9413937081999 636.552307128906 6.5344571539619 3.72262574617476 134.960946011187 58.5398906450764 48.5620954727763 746.018059958416 1844.22923338776
1932 15.8213272393311 642.917785644531 7.54750427386721 3.78725932095605 138.124932739664 59.5363807179347 48.8722686817208 750.922560965832 1846.55745000493
1933 15.9688029921715 649.346984863281 6.92843137149341 3.52830523912873 138.904460037393 59.4493759564415 49.1521175906389 755.726984755547 1849.01989130124
1934 15.9793103112358 655.840515136719 7.30806964416546 3.64150979456696 138.948268610167 59.860839994673 49.1116665669746 759.887722550519 1852.10226439002
1935 16.0620331478111 662.39892578125 7.49908519523458 3.59989526640085 141.723048076897 60.7915279316119 50.0163540881471 764.537810799702 1854.09742765007
1936 15.9096633272471 669.022888183594 6.8730315702183 3.59461183962295 141.771159350604 60.0051929172774 49.2429496971043 770.020014097558 1857.03014926694
1937 16.15665245086 675.713073730469 6.13581397469926 3.82385833785854 139.688597395237 59.0244096118737 49.5769617637507 773.367578100827 1859.82866436226
1938 16.2984187877378 682.47021484375 5.63735580439957 3.91552352832845 141.23106273825 59.4541572002918 50.8942735202365 777.120288265739 1861.70508411831
1939 16.0595124359698 689.294921875 7.82426362113468 3.86281430082461 142.406622713501 61.0157908383293 49.7469851720071 781.879663229 1864.22186484865
1940 16.2853181818328 696.187927246094 6.30989033658576 3.68542745978832 141.433579511722 59.4245429218734 49.7067129640871 786.127281881397 1867.33696548423
1941 16.4506231245176 703.149780273438 4.88643704504878 3.79321066526412 141.626278823326 59.6720663302107 51.3610975583515 789.247683465192 1869.58215728174
1942 16.2840242616553 710.181274414062 8.44094035633462 3.54178890624661 144.208807548433 62.3229917549744 50.3899899234676 793.865257491776 1871.64185019462
1943 16.4585978020808 717.283081054688 6.11298468584067 3.8571098513462 143.736283727775 60.5516942073371 51.2867712557113 798.475864447224 1874.6366997436
1944 16.5877705628495 724.455871582031 5.41150642637112 3.66359482243498 143.639172617484 60.0241167225924 51.1942544413663 802.133370073813 1876.24590130873
1945 16.4481701180346 731.700500488281 8.13056121537302 3.81125935817352 145.871753163309 62.5670120532267 51.1766779680205 806.469927153686 1878.90772216487
1946 16.7066128103234 739.017517089844 4.8349037282129 3.81542963286553 142.675833305228 59.5967409389756 51.2288335023586 810.24578434791 1881.46286079654
1947 16.4795119049306 746.40771484375 7.65211475269834 3.69510057623696 146.853274110612 62.2976305081895 51.4360746387387 814.893154328482 1883.28607944794
1948 16.6720491447039 753.871704101562 5.78801757827174 4.00133434464843 146.111750980759 60.7793313068921 51.374781386216 819.635481848899 1886.22035928995
1949 16.9167825926798 761.410400390625 6.86183009913508 3.66344353614141 151.892935578994 64.1543697462691 53.9097305403915 823.941931283283 1887.40613771432
1950 16.7861317321949 769.024597167969 7.08141900625445 3.5327887957478 152.357753548697 63.5124968918019 53.2722719451368 829.914279439855 1888.87441952962
1951 16.854963962442 776.714782714844 5.83430184578791 3.67169976012028 148.585314358766 61.7025530456066 52.3111477221846 833.630277280851 1891.38528479685
1952 16.8263762710766 784.481872558594 7.47396048382178 3.74770842959963 149.253776675392 62.9417060439467 51.8302419637386 837.881963461986 1893.827280301
1953 17.0752509886584 792.326782226562 5.15954975283153 4.24666299372483 149.731281021227 62.4283194097979 53.8445704858903 841.73559966645 1896.14649909479
1954 17.0927657439969 800.25 6.76195352835228 3.73783870422568 152.844013661818 63.5884328060631 53.7204605326831 847.128958759974 1897.26324037817
1955 17.1229549219241 808.252502441406 7.36109973402435 3.7572261051107 154.301813234765 64.6490696635666 53.8140248672296 851.793901396669 1899.33245018633
1956 17.1418966082749 816.335083007812 6.59165405608955 3.90457227208502 153.022845179864 63.1124153405713 53.0047102619566 857.119286016827 1901.673134293
1957 17.2922574427323 824.498413085938 5.53450388936779 3.86955358817668 153.30224295782 63.8530122597716 54.8955248225015 860.602829152426 1903.63024030736
1958 17.2533549504937 832.743408203125 6.73779796145336 4.21797151154951 153.756667750779 63.7379900863679 53.6813976225007 865.39060396204 1905.32226593185
1959 17.3364782490663 841.07080078125 7.40060329825609 3.79701670609761 160.423858322135 66.1746140950224 55.4886706758448 871.394695596161 1906.75446840186
1960 17.3272683511025 849.481506347656 5.50557975732063 3.74032060332818 154.56106499925 63.1179466116444 53.9891723681343 875.589017726246 1909.2281003608
1961 17.5616319693708 857.976379394531 5.33904391490463 4.01218348192077 155.550966007287 63.6619696878982 54.8117675271623 879.352476589165 1910.97595329549
1962 17.6172821586323 866.556091308594 6.39048056365666 3.73041776681738 159.078643838214 65.2307103582374 55.3792808290377 883.959660438533 1911.98288680213
1963 17.5018088997938 875.2216796875 5.92542021360649 3.84474611295419 155.920900478548 64.3337295525636 54.5108834115225 887.802644083001 1914.27106382219
1964 17.5726153178699 883.973876953125 4.11828615196259 3.74368512043375 155.60441407273 63.8374041977362 55.6480582152023 891.724512650162 1915.64095161411
1965 17.6206202651357 892.813598632812 7.28062055944978 3.87531621120373 159.992699591297 66.1570698112307 55.6208290409365 896.739199058764 1916.54740618139
1966 17.7146244064645 901.741821289062 6.37500436502232 3.83459454974487 161.563118664479 66.0235051881214 55.9847292590646 901.539186043302 1918.15553763575
1967 17.6303801856931 910.759216308594 5.61609115035157 3.80701713467718 159.3513235606 65.116058870991 55.5258843680177 906.104099975534 1920.17166335651
1968 17.8200383680468 919.866821289062 7.24028088035272 3.7256277431877 163.67284820472 66.9819379302217 56.4766459623294 911.28403861558 1921.16015266139
1969 17.8827966715466 929.0654296875 4.78392321846247 3.9448552409445 162.812464584319 65.709647285742 56.743310144438 915.576641736404 1922.83517705092
1970 17.9704714439911 938.356079101562 5.63231977619692 3.89341367891942 164.187704379909 65.9742788829724 56.5504880859962 920.673720450982 1923.59675959624
1971 18.0362513206152 947.739685058594 4.56921985903478 4.11571323440083 160.718821866321 64.8295795254291 56.6047309450025 923.260410824979 1925.08328274431
1972 18.0355759983257 957.217102050781 5.22523282790925 3.77258069088333 162.246066954924 65.4079241479049 56.1880055378408 928.052816143726 1926.47562681799
1973 18.2219606822364 966.789184570312 4.38761219922245 4.02534017907107 163.956148318377 65.7221383276692 57.2810358181942 931.791206221011 1926.76296347521
1974 18.1754820380813 976.457092285156 4.38158727933321 3.81532544094918 164.47868086358 66.0640726102976 56.7588841885056 936.611013141121 1927.50028901246
1975 18.2794753689177 986.2216796875 4.66508499842692 3.97446453721708 166.191327651982 66.564175548965 57.8695597461308 940.776224037232 1927.12304108679
1976 18.3068803590774 996.083923339844 5.02999488873206 4.09639624376766 166.185792357329 66.411422684029 57.7839807794888 945.194402827193 1927.77773432381
1977 18.380141156335 1006.04467773438 5.01020407390134 3.98238301442617 166.875521201092 66.8021476571885 57.7511183382871 949.586850178311 1928.79964300893
1978 18.2639287642236 1016.10522460938 6.16130952172585 3.84095541258103 168.594695443681 67.5414148644317 57.3979326944325 953.943053288704 1929.84622120335
1979 18.5085972609422 1026.26623535156 2.94357623003459 3.9076225452433 165.814250651977 64.4491485621276 57.4068108013162 958.135230660732 1930.90565779261
1980 18.4811213566362 1036.52893066406 3.61031085800472 4.16230289133655 164.352733346272 65.9026614618021 58.2299960852895 959.056418510018 1931.81751134345
1981 18.2558227119324 1046.89416503906 6.13044175309668 3.82387789244014 167.490701312799 66.8929306865643 56.2949523290375 965.00632603029 1932.31832147365
1982 18.533768090379 1057.36315917969 3.02443318285923 3.96362202530237 163.565907892526 63.7122082748701 56.7520413640403 967.653902939214 1934.15547944881
1983 18.6741751747246 1067.93676757812 4.58599781726203 3.63957580822067 166.765883248911 66.7854081625638 58.5135800226949 969.78345356372 1934.71124363742
1984 18.655769581735 1078.61608886719 5.80793038364117 4.0432877913165 170.29664417521 67.9953280481695 58.363791572471 975.395498530445 1935.41148176099
1985 18.7104401951493 1089.40234375 4.35933505262145 3.97942022414563 172.39682293135 67.8221025961672 59.253198151372 979.682299684345 1935.60507392178
1986 18.6702752869288 1100.29626464844 4.49149025526725 4.02876136878916 169.070359528271 66.3741187164763 57.8760309870179 983.307233293594 1936.66475510452
1987 19.018754040292 1111.29931640625 2.30963210581174 4.18575743303596 169.86215014386 65.9882621541973 59.5147809350401 986.1027155681 1937.09155154857
1988 18.8806947810623 1122.41235351562 3.50305740631771 4.0343980080708 167.357125152166 65.8124725682529 57.251837894165 989.283772152493 1937.56117171717
1989 18.8589699255265 1133.63635253906 2.73440020817379 4.20519934090452 170.148771694927 65.6021682509469 58.4462066341055 992.327454623994 1938.0754827006
1990 18.9131900002233 1144.97277832031 5.54279961883525 3.8989445597081 173.539793215685 68.6946954062863 59.0170564999704 995.762691285732 1937.57242808995
1991 18.8208248785301 1156.42248535156 4.12073095557782 3.90254837737386 171.409889773529 66.2566288585677 57.4633820790205 1000.60508904807 1938.72406224387
1992 19.0620521803274 1167.98669433594 2.65697127769547 3.73144229305067 170.860780357259 66.3316981096391 59.713979138517 1002.40617880822 1939.37828605387
1993 19.1500812062067 1179.66662597656 3.61523677704825 4.3324838994814 172.507385258698 66.4331934272295 58.9749093101849 1006.36216900046 1939.61723364981
1994 19.2387864295695 1191.46325683594 1.41257119619143 3.77760887080021 168.304748266292 65.3985570997525 59.5531473698186 1007.12725652754 1940.28909978297
1995 19.2339857680988 1203.3779296875 4.84279601693284 4.14140620912517 173.365626601188 68.3320492074872 59.1867799265265 1011.40073381147 1939.9547074192
1996 19.430510954494 1215.41174316406 2.52329100468969 3.8341949615894 173.660442531273 66.6610685538062 59.6933244661894 1014.59146044205 1939.92327838407
1997 19.175128954129 1227.56579589844 4.60815292544525 4.17423883359378 177.127583816099 67.8633263497889 58.9337960405862 1019.29674751731 1939.78730091634
1998 19.4490886254634 1239.84155273438 4.2093515149835 4.32115541590736 179.389894969864 68.4508154240416 60.5412096209743 1023.15937647649 1939.93462950155
1999 19.4185232117292 1252.23986816406 2.65622217259606 3.8102703037432 176.192776167422 67.7527588344506 60.6527116802142 1025.2338934968 1940.55493938265
