,ACCESS-ESM1-5,CESM2,CNRM-ESM2-1,GFDL-ESM4,MPI-ESM1-2-LR,NorESM2-LM,UKESM
0,,,,,,,
1,8.243100000000009,6.388010000000078,6.16040021346019,2.97689999999999,7.149199999999947,6.055,8.804397399999958
2,8.347000000000072,7.124614999999974,7.468243328318726,6.587199999999996,4.563100000000009,6.903100000000009,9.10506591
3,10.759599999999912,8.498746000000006,7.373756810324579,5.8549999999999995,5.907000000000073,8.126999999999953,8.297545220000115
4,9.994800000000076,8.557428999999944,7.922231502131521,7.479199999999947,9.260899999999895,7.780900000000014,10.122484499999937
5,10.597399999999919,7.8800380000000185,7.56252197396503,8.186700000000068,9.814800000000078,8.654799999999955,9.82767780000005
6,11.912600000000083,8.659886000000053,6.957600144051597,7.785799999999932,11.218700000000018,9.22870000000002,9.680251299999991
7,9.696499999999903,8.552472999999928,10.223573420494077,9.043100000000008,12.02259999999996,9.71129999999998,8.638445259999934
8,9.589100000000105,9.204612000000072,8.640873148116187,10.080500000000049,12.296500000000023,10.306500000000025,10.690808799999994
9,10.424299999999906,9.17567699999999,8.547875059881969,10.026299999999981,11.239099999999985,10.420399999999965,10.97265560000008
10,11.068200000000092,9.921580999999987,9.344954338993336,9.145,8.924300000000029,10.04430000000003,10.2799099999999
11,12.100799999999932,11.316737000000016,10.484576504647466,9.86490000000004,10.888199999999971,10.34819999999997,9.798833640000105
12,11.967299999999957,11.157018999999934,9.323071675888485,11.001999999999951,11.793400000000013,10.832100000000032,9.217247670999996
13,13.08990000000004,10.632453000000003,8.81436530220344,10.524999999999999,10.885999999999974,11.057299999999955,13.654884699999908
14,14.15379999999998,11.248612999999965,10.303084081591992,11.442499999999999,11.20120000000002,11.149900000000038,12.863250100000041
15,12.109000000000023,11.337638000000023,10.826280917502652,9.916699999999947,12.373799999999981,11.42509999999996,10.393670350000024
16,12.952899999999966,11.19397600000003,12.967476010960533,12.123400000000014,13.969000000000024,11.759000000000023,12.856080999999937
17,14.35810000000001,11.785391999999955,11.49556670040365,10.782900000000087,14.574199999999946,12.264200000000068,13.73671130000002
18,15.390700000000091,12.76602100000007,12.897761790652844,12.995300000000006,12.59680000000003,12.666799999999906,15.207584100000073
19,14.605899999999892,12.55030199999997,11.54035541602131,13.638699999999897,11.473300000000053,12.39200000000007,12.849356399999984
20,14.671100000000058,12.84983500000002,12.26808576501241,13.111700000000068,13.425899999999894,13.027199999999993,10.762077399999916
21,15.075,12.91900700000003,13.401666122650166,13.015199999999922,16.62110000000006,12.851099999999937,14.77624000000009
22,16.630200000000045,12.437318000000003,11.843236820451526,14.563300000000053,14.545,13.535,13.614087599999952
23,14.014099999999985,13.392981000000002,12.89575592733871,13.065000000000001,15.090200000000044,14.170200000000044,13.635783199999956
24,14.997999999999927,14.09339599999991,14.122009387359261,14.67069999999997,14.205399999999965,14.225399999999965,13.087157100000079
25,15.104500000000073,13.804937000000074,13.904695939871646,15.041299999999978,13.879300000000029,14.35930000000003,15.50288469999996
26,14.688400000000014,13.773442999999968,14.256145828331146,15.553300000000053,15.753199999999971,14.07319999999997,14.983850499999964
27,15.342299999999955,14.681487999999947,12.902110436586039,14.747800000000005,15.368400000000015,14.569699999999994,16.04640040000004
28,15.58879999999998,15.220272000000005,13.76280155925376,15.510099999999959,17.353599999999936,15.163600000000057,15.21799399999999
29,16.372700000000044,14.898333999999986,15.27082040821735,15.977600000000084,17.53879999999998,14.3975,14.330758300000014
30,16.397899999999964,14.982809000000035,14.431090062997816,15.077699999999922,15.752700000000043,14.364000000000026,15.754498899999966
31,16.47180000000003,15.820349000000057,15.786597782352077,16.034000000000024,15.229199999999945,14.617899999999967,15.254668600000059
32,15.608299999999932,15.464540999999988,15.194402557303452,17.591299999999983,16.40310000000001,16.06310000000001,14.971283100000033
33,17.412199999999995,15.366384999999948,15.11058395318365,14.77379999999998,16.557000000000073,16.018299999999932,16.327412100000004
34,15.928700000000019,15.871267999999986,15.728527248706179,15.170300000000005,19.783499999999975,15.833500000000097,19.361045499999975
35,16.55260000000008,16.409903000000057,15.400669001825968,16.34939999999999,18.17870000000002,16.86739999999992,15.848087999999901
36,16.007800000000003,16.092402999999976,14.917244295937873,16.158100000000008,17.263899999999943,16.603900000000063,13.636519000000064
37,14.614299999999908,17.235041999999986,17.245331060127434,15.767199999999994,15.299099999999983,16.929099999999984,16.98578589999994
38,15.47820000000009,16.88323300000002,16.03971414964643,17.150400000000086,17.693000000000048,16.09430000000003,16.242329500000054
39,16.574699999999993,16.489089000000025,17.345290455199244,17.817699999999924,19.009499999999953,16.59949999999995,18.074725499999992
40,16.359899999999918,16.052083999999994,16.2435560224636,16.473400000000012,15.774699999999996,17.644699999999993,16.900012999999987
41,15.425100000000082,16.797343999999935,19.405933452145433,17.71120000000002,19.45120000000002,17.33990000000004,17.8470365
42,15.881599999999985,18.210956000000028,17.148359701423733,16.39129999999998,20.905100000000083,16.83639999999994,18.609109600000064
43,16.105499999999925,17.945020000000028,15.231783765819156,17.229799999999955,19.041599999999985,17.521599999999985,18.059256999999906
44,15.732000000000074,17.702236000000056,17.6008503742685,19.17980000000008,18.70680000000003,18.606800000000028,15.028472100000041
45,15.928499999999975,17.115016999999934,17.198004086682737,19.956500000000023,20.62329999999993,18.392000000000074,16.390279000000007
46,14.89370000000002,18.485149999999965,18.98117266021334,18.524199999999947,17.807199999999995,17.628499999999974,16.33129950000004
47,14.75889999999994,18.562248000000093,18.82530604291643,16.987899999999968,20.055,17.835,16.847178799999952
48,16.765399999999968,17.772898000000005,16.68995295763461,16.555,20.000200000000046,18.390199999999922,18.731525699999988
49,17.321900000000113,18.572299999999945,19.49697127459152,19.43300000000005,18.895399999999967,19.415400000000087,18.33406299999997
50,17.54709999999991,20.013466999999984,18.283424136418635,20.36580000000005,16.84189999999999,19.071899999999992,18.155120100000076
51,16.41360000000006,18.87978600000005,19.407694668280392,16.014499999999952,16.697100000000034,19.307099999999913,18.029315900000007
52,15.98879999999998,18.667882999999915,19.404117640958546,22.397700000000043,21.354900000000036,20.064900000000037,17.662863399999942
53,17.246599999999983,19.87953200000005,20.093398820694855,21.93989999999992,21.01009999999996,19.440099999999962,18.629007599999994
54,18.731800000000028,18.934246000000037,19.923440739491877,17.822900000000086,21.745300000000004,18.996600000000107,16.83954850000007
55,18.21829999999993,20.22499899999999,18.38524206300532,21.62209999999991,19.553100000000008,19.781799999999905,19.627042499999902
56,18.494800000000076,19.250255999999997,20.769316490722655,18.41950000000007,20.23829999999993,20.139600000000033,19.5323857000001
57,18.5,20.267639000000017,21.922999370291954,20.437999999999928,19.666100000000057,20.444799999999955,18.678352199999928
58,17.707800000000006,20.052599999999963,18.929390061788464,17.289099999999983,21.361299999999982,20.161300000000104,20.043641500000074
59,17.834299999999907,20.443525999999878,19.64525449583303,18.632900000000085,21.087800000000005,20.519099999999984,18.85592389999993
60,17.110800000000175,20.5434300000002,22.170884934006963,21.13310000000001,19.42560000000001,20.64429999999991,20.524959600000024
61,16.947299999999835,20.498873000000003,20.823311869781126,20.96259999999984,20.18079999999993,19.692100000000156,20.963499900000066
62,17.12509999999996,21.019393999999963,21.393640855341584,19.79,21.048600000000057,20.747299999999836,20.33151449999987
63,17.271600000000106,21.43239299999985,20.840350910122957,23.661000000000094,21.57509999999996,21.855099999999958,20.378475300000108
64,18.03810000000001,20.507057000000188,21.52466065873146,21.187200000000118,20.871600000000107,21.781600000000108,18.927616499999907
65,15.994599999999911,21.178472999999837,22.08381627707833,21.28759999999996,20.97810000000001,21.299399999999988,18.792243900000045
66,16.072400000000037,21.965580000000074,21.839787004926247,19.19639999999994,19.095899999999894,21.705899999999893,19.63098909999999
67,18.73889999999994,21.0672390000001,22.220741987490143,21.59050000000005,18.472400000000036,21.90240000000004,21.03221509999993
68,22.40670000000007,20.755088999999995,22.18537930888574,20.580299999999884,24.800199999999922,22.220200000000162,18.291620600000016
69,18.88319999999997,22.11507799999997,21.89733080657357,22.522200000000115,25.226700000000065,23.376699999999826,17.230304550000103
70,19.931000000000097,21.945071,21.00519632816322,20.16120000000002,22.924499999999952,23.034500000000193,22.723403799999943
71,16.84879999999998,22.378229000000008,21.185669918563306,24.024699999999875,22.022300000000076,22.412299999999835,22.244631499999926
72,18.965299999999885,22.772151999999988,23.462256303154497,24.99120000000002,19.39879999999998,23.42879999999998,20.578423100000208
73,20.31439999999999,22.54925299999989,23.16252866253523,21.984599999999915,21.116599999999863,23.756600000000105,20.03702669999995
74,18.490900000000135,22.487819000000012,23.961134121126427,23.157800000000123,22.954400000000234,22.38439999999999,20.112592399999883
75,17.02870000000002,22.175588999999945,22.69332228322805,24.120600000000007,22.262199999999872,22.68219999999987,19.18745110000006
76,21.1564999999999,22.82061100000015,22.894894041144628,19.29329999999993,20.30870000000002,24.10870000000002,21.090171699999942
77,18.16430000000003,23.313311000000034,23.57852865588783,24.36540000000009,21.617799999999882,24.087800000000126,22.836685700000018
78,17.80209999999991,23.668501999999787,22.778112022374813,23.49219999999987,23.224300000000028,23.34560000000001,18.662732270000095
79,21.64120000000002,23.358757999999995,22.119214218891685,22.752800000000125,22.28340000000013,23.313399999999895,16.469529099999928
80,18.637700000000166,23.892005000000072,22.666315066264165,24.257099999999912,23.99120000000002,23.761200000000017,23.555615699999905
81,18.516799999999787,23.78293000000008,23.68138709935541,22.354399999999988,23.698999999999906,24.909000000000148,23.14348080000012
82,16.855900000000133,24.836933,24.89323283310451,22.35569999999997,23.06810000000001,24.196799999999783,23.635283300000047
83,20.442400000000035,24.17451400000008,24.15093094655964,22.820800000000173,23.34589999999989,25.135900000000134,22.15924249999997
84,20.552799999999884,23.99149899999998,24.780798921155263,23.4025,23.76370000000002,24.395,24.638302399999844
85,17.89930000000003,24.162235999999908,25.068395134486508,21.80639999999994,21.842800000000125,25.25279999999988,24.1429213000002
86,21.009700000000116,24.123876999999894,24.576683326833923,26.67329999999993,22.96060000000001,25.560600000000008,21.129728500000024
87,22.6175,24.43270899999999,24.20976752740155,24.03560000000001,23.789699999999872,25.319700000000118,20.80075989999999
88,21.10659999999986,24.459906000000057,23.9455899040166,24.30180000000003,25.39879999999998,25.59879999999998,23.001074200000005
89,22.67439999999999,24.931406999999936,26.22370389852179,20.21779999999988,24.916600000000106,25.996599999999862,23.07482079999997
90,21.864800000000077,25.524786000000226,24.677419236804255,20.70950000000019,23.13699999999995,25.017000000000195,22.251032399999886
91,22.472599999999964,26.380168999999846,23.50839465855557,20.349699999999874,23.954800000000077,25.644799999999833,19.781956639999994
92,22.373000000000047,25.634116999999925,26.959811782110542,16.98079999999993,24.17389999999994,26.183900000000182,25.0726863000001
93,22.05209999999991,25.299882000000007,25.09694268172006,25.463700000000017,21.343000000000046,26.442999999999806,23.87529229999991
94,21.28990000000004,25.71392500000001,24.353145072046836,24.911000000000094,24.53209999999991,26.832100000000157,22.87550479999992
95,22.370300000000128,26.07185900000012,27.37288014385904,22.00709999999991,25.2425,26.2425,20.207785897000164
96,19.69069999999997,26.339797000000047,24.235578722407524,27.836200000000016,25.060300000000126,26.90159999999986,24.42367489999988
97,21.798499999999855,26.023112999999896,27.08833654475513,26.68170000000007,26.39069999999997,27.61069999999997,26.81187080000003
98,22.220200000000165,26.69054599999999,25.687649042059828,23.367900000000088,24.14110000000006,26.439800000000076,23.590044300000123
99,20.317999999999806,26.00074400000006,26.582696730980583,27.30060000000001,24.828899999999944,27.84019999999992,24.06851909999998
100,19.449700000000117,28.204472000000074,26.83244693774492,26.73939999999999,25.890600000000006,27.879300000000026,20.401944240000027
101,23.94879999999998,26.453778000000014,25.886096820751938,23.488399999999892,25.39969999999987,28.32970000000012,24.60719360000002
102,24.177900000000086,27.272487999999772,27.76557028060891,24.51610000000006,25.6501000000002,26.97009999999996,25.47402569999997
103,23.339599999999912,27.262102000000066,26.115870339328342,28.399699999999875,23.459199999999825,27.530500000000046,22.355995289999793
104,23.55870000000002,26.936406999999864,27.376246090000922,25.87189999999999,23.539600000000274,27.65959999999979,25.457231100000048
105,23.460400000000085,27.91502900000015,28.163656039329876,27.249099999999984,26.28,29.18,27.945353799999843
