,tcre,zec50,zec100
411521,1.9870741760354438,0.18235871373197154,0.2409429110878052
411784,1.7101611423802197,0.19032419577487136,0.3724946108413154
414713,1.8165012060322716,-0.1803832044392888,-0.3146026561091426
414911,2.0508165375474325,-0.16637259439598306,-0.22997574907934615
415348,1.5213584271107252,-0.0009668141052410206,-0.03522274660740665
415695,1.4010691685652226,0.11477017756205865,0.2401541604470141
415971,1.7721254266262048,0.07637223534067394,0.04909904938904641
419064,1.6136311289248384,0.14654226743800636,0.17937466543372338
420758,1.4557547453107256,-0.11382018277179995,-0.16242303603689678
422055,1.610998868843643,-0.07619507875990195,-0.08384177692691686
423600,2.034196429058364,0.09653527501027082,0.14813507966831763
424420,1.77488722281292,0.058482229829645904,0.13663499734253248
425645,1.7056671850121057,-0.09450594191843242,-0.11259796383714904
427860,1.2878684163969367,-0.167060301015739,-0.2378015473684456
428572,1.3257907859739924,-0.07384663090861299,-0.11259741776648413
429954,2.3838090656961857,-0.11790628425510619,-0.26562279687159185
430927,1.4306704124845613,0.04855071016467316,0.0789228229677823
434213,1.427796675390322,-0.0243354855798521,-0.08887617192553598
434350,1.6371413997956223,-0.10712056680859017,-0.12073079220238303
434933,1.1703798919620154,0.09342195319196867,0.10136811202249918
435374,1.5013325513162126,-0.02569634398625431,-0.004722483594681748
435676,1.6531811216565264,0.09146622896841983,0.13898505364043512
436391,1.9212080217226786,-0.0465953783269597,-0.09623702927701938
437308,1.4531816771095385,-0.10334345920320276,-0.14493531539522442
437750,1.659148022105372,-0.03739524653108517,-0.08295849392930243
438030,1.9434432382738809,0.09141141146307863,0.07914560936884962
439990,2.282072499424909,0.6363338578460369,0.9037044099758105
442966,1.5420652991158093,-0.10940046950056592,-0.0992321988159941
447794,1.2253846091967997,-0.1190781407680439,-0.12465727092994872
448611,1.7347430434378626,0.2453602888099129,0.40087917982067345
449068,1.6846808986504636,-0.14370325433678088,-0.25270485435682866
452966,1.208242985730499,0.018060141872492608,0.06708523872051764
455808,1.8156951138344535,-0.011087030567144218,0.04378651809201339
456954,1.7386214157996682,-0.11310971358092914,-0.1473023328819043
458333,1.250720676745071,-0.17870546005785504,-0.25222833619977614
460927,1.8179235100032483,0.35592555197367304,0.583871684001938
467320,1.5319677928239235,0.025465024776114564,0.09848182050818277
468305,1.177040761177825,-0.09573171054855423,-0.11727325544174994
469942,1.5554750478506914,-0.1855464788307768,-0.2338758791026727
473697,1.145304156269908,-0.011924241076060493,0.019840051661370595
474225,1.8866979906234498,-0.09373398521187193,-0.12622636188282854
475062,1.3629941396259067,-0.12183788029614706,-0.15163266316422508
475100,1.1166220400473539,-0.053635281837126625,-0.07143660703726806
478243,1.4744418861399886,-0.12016890814977588,-0.1107840043129924
478548,1.6202318759281034,-0.029430085295821584,-0.04527028588725224
480583,1.4119065245127136,-0.1477218804691931,-0.1804298618686293
480892,1.6136973012204303,-0.10581602730100736,-0.1992577243128384
482727,1.5951866248473192,-0.012309752027708454,-0.1127420914535242
483046,1.8869326658290968,-0.13044428884851555,-0.19902494610220178
484904,1.377544958483823,-0.13629032327583612,-0.1611364191867739
485815,1.9884500734570996,0.1692028159834269,0.15834077942554314
489212,1.404952014047833,-0.03602884574795118,-0.10651218075176327
491473,1.4163279529183734,-0.10671117423006748,-0.18911951875690414
493650,1.5612015554076164,0.030011324926332295,-0.017106624265521342
494463,1.2702737778974647,-0.05434835339972821,-0.05633520675079429
496793,1.4131697128256326,0.01771534749090664,-0.07590957743369908
504818,1.063024601472594,0.00966740784407305,0.00837124836500669
506096,1.9462808729222139,0.05434970497487179,-0.052287028060481466
506173,1.502194636758186,-0.04398259598538057,-0.12175496975196887
508393,2.2483866642527306,0.34941293881467717,0.36374169021589386
510433,1.828878030036122,-0.09329197145298473,-0.05979375167551004
510670,1.7963018774850503,-0.035399258027059455,-0.027842929599450672
510700,1.821181987617549,0.25308777199098254,0.35547532320398423
512105,1.6700204027645325,0.03383033889439169,0.11443529505655459
514949,1.7078740124767435,0.326274356750899,0.5284941338427271
515426,1.7350068941115362,-0.023855966731438638,-0.03150549142371717
518599,1.3141827416191119,-0.08102081806418382,-0.13290311233376761
518855,2.047968597727095,-0.1712750572385704,-0.2884589527602821
522059,2.261423156906376,-0.10806136761864815,-0.14017955009660543
522076,1.3032412514509941,-0.1400875588986057,-0.18467662231747473
523440,1.7533767845496295,-0.06542921928589607,-0.15938806904697067
525936,1.7456697299624193,-0.1775649505810304,-0.2117483312621362
526670,1.9018121718664682,-0.12726506609078903,-0.2308114782139008
529708,1.2347478481292449,-0.058688222984822014,-0.13083382036978874
530847,1.4673882173892616,0.016839558922598252,0.07467030321248513
531119,1.35916861539862,0.162871721371598,0.2886275156657365
531455,2.0466783673820834,-0.04508786411247323,-0.02525203154584643
533050,1.779485786257909,0.25275195259110594,0.30176762079650077
535214,1.4848755993842444,-0.00712954220145523,-0.019808618985594162
535271,1.8355314368870208,0.24433978043862403,0.47843949975566913
535484,2.048910686265212,-0.028642964445630525,-0.04537922538150907
537267,1.6650469158290049,0.22149018690986466,0.3538311590488825
541517,1.5517480385456952,0.042285717730064176,0.08612134341595179
542154,2.0609267889733305,0.0016407150633468426,-0.04646346574380633
545773,1.3134716868153549,0.05925006465998406,0.08636403887948063
545900,2.2080443710225937,-0.02356504398007475,-0.05856226970218659
546944,1.832558877313521,0.19827429448149636,0.3245765157752796
547592,1.3215327451028664,-0.08278561867817169,-0.17963643513713756
548262,1.2491910636625407,-0.07841726448941921,-0.09091343475314151
553052,1.72161802480457,0.012353406939253686,0.019486932119074485
553074,1.4520691852260528,0.0448713453768117,0.04030452416343877
553531,1.5232864486674464,0.17956821909417786,0.2325623817184117
553845,1.6659071614588115,-0.04577033204832537,-0.08997360938989796
554629,1.6275110732667584,0.0745132837703717,0.14155944302404855
554719,1.6129679816783866,0.08079295096912298,0.17360114379828606
555062,2.0171094633825835,0.2682217234340438,0.4143251740447833
556606,1.335102210024644,-0.028339889068242474,-0.05099390556247485
560408,1.8655923222128041,-0.1454165338295359,-0.25058601088232924
561977,1.6742480653968879,-0.03982168119920271,-0.01032990283470836
562412,1.3700733326969274,-0.09847227312961748,-0.1124611166271916
564614,1.1006103126240747,-0.13423337710423766,-0.15620515938648416
565617,1.5655011399996974,0.020606121536791866,0.019863597551622814
565777,1.780826398171452,-0.09851919148882393,-0.11618122773495498
569943,1.1614632408037557,-0.12324346073657444,-0.14712240674197874
570095,1.558248169342681,0.18431250944518096,0.29094315423130057
570392,1.6551653598002154,-0.10489091165302611,-0.10386148546898766
571118,1.9477666379122243,0.010148315835083244,0.051169952105177385
572960,1.7936210489228532,0.05851594498593049,0.14616362604737332
574696,1.1452344404740984,-0.042085930433968244,-0.09669427816042209
574938,1.800027865209082,0.03434298386948331,0.06893788586823102
575211,1.3821717033141196,-0.009502285942210698,0.0351672110736434
575751,1.8198900474968258,0.34085243460635395,0.31102070809732085
577143,2.530457797915549,-0.04203147104713656,-0.23168975829872762
581886,1.2010631316238725,-0.23737263717373613,-0.32543150206990257
584125,1.5417393489665339,-0.12992174536069445,-0.1950164013732869
588486,2.1066963822444458,-0.01559185223372328,-0.02966247898340324
589573,1.4711811817894391,0.21778624742133657,0.3216754508485349
590415,1.393230512205294,0.06849902445021172,0.018497149029931048
590503,1.1840990972588203,-0.15600417113373344,-0.194830203879101
592232,1.5695808166199654,0.09835209665842837,0.18839109549390054
593486,1.922682136739122,0.19648071593803218,0.3004853397102476
593531,0.9832891386158361,-0.10182668246811499,-0.1628404444837268
593885,1.3399879491335365,0.05695282574524274,0.11229162621610955
594234,2.2537443785052753,0.17854830454336224,0.04520782704652371
594921,1.3076309512378388,-0.11802968921752632,-0.1636326371334169
596546,1.6163363470390633,0.09604989893760973,0.0780209372073073
597551,1.236154049400317,0.004835062292127379,-0.011741113922616897
599156,1.968071133527184,0.20147433728392605,0.2696991484742586
600985,1.3701990989502295,0.10885742629421746,0.1783567257812666
605705,1.3014418889696764,-0.15012601495025835,-0.24042721016159274
605887,1.5016169157670711,-0.0910262262928665,-0.12126427393961459
607382,1.7332265282103554,0.19684052505621108,0.1747199173515055
610788,1.1606143409969596,-0.02475289620472143,-0.052095112067428895
613713,1.4714479250990016,-0.07454487125384945,-0.12218233455326177
613945,1.4632910680000688,-0.18146223740230738,-0.30855633947479055
615686,1.4707689208461348,-0.1605235581879627,-0.17627691309134152
616439,1.320440297965391,-0.18694497361799778,-0.26363621296568884
618706,1.624598312506865,0.3852341630694931,0.7116419871562831
619591,1.679318165656619,-0.1535394960219567,-0.19171840969312015
619822,1.947646383683041,-0.12883632361470498,-0.23233945295473268
622249,1.2483117471730205,-0.08178313699722262,-0.11103461420201888
626076,1.4695009438558664,0.15462484771048146,0.13961643874432395
626232,1.9002964471026105,0.3723964097333101,0.641213204111684
626401,1.4233824391491654,-0.21312133139387623,-0.26417131053734777
626418,1.6194903267058216,0.2381665122454104,0.45049270786470585
628230,1.8728510855632312,0.09872728336508763,0.09604150988085292
628565,1.476355936300982,0.07919349762580374,0.01957335397164761
628584,2.5604009033503567,0.08181051124165073,-0.0830884706504138
628795,1.3410999061908373,-0.08522470682248251,-0.14780400913876734
628873,1.446237148328969,0.02111148854728384,0.028054454146096752
629783,2.480529604710505,0.5989247270486362,0.7776005553497183
631109,1.205941851347543,-0.028531379658874423,-0.03018563890304682
632564,1.2993150912830709,-0.01307801870677694,-0.063217091204532
635020,1.770764798745432,0.4697694438593789,0.6799634546866651
637354,1.6309912691501598,0.04908668680466577,0.12982543745285713
639348,1.728904006922224,0.16757829798050938,0.2638563817087003
641196,1.324023426488945,0.0965312843564261,0.18509209677105765
642850,1.486337338578552,0.02740999706393943,0.08777214331505201
645535,1.454245362162444,-0.09093025016206835,-0.14852233482159138
645858,1.5582185344224286,-0.09850577280368977,-0.1738834551490025
648478,1.8757883144979208,0.46398956265873914,0.6496112576315125
648861,1.7844264061598647,-0.09357701194209178,-0.10333890849763061
649530,1.6886191234504904,-0.06023200402827378,-0.05807699892073526
651342,1.68086878213739,-0.13274998663271798,-0.20444094111598776
652802,1.5763177690377044,-0.06216066791421104,-0.14466772727380106
653667,1.3609533821379407,-0.14213862089518914,-0.18977368056691368
654529,1.497707763771492,-0.10337078413261924,-0.0990399331753331
657433,2.1400300663197322,-0.05707363130668597,-0.20954143989905827
658680,1.6858290196112413,0.016946135473444812,0.0537891749975663
659588,1.6749633846298864,0.002812484009727667,0.04035253446605869
661089,1.1132389316369014,-0.04709020723202495,-0.08374205427956816
662897,1.6581724613900841,-0.03956570982946839,-0.03729201914333702
662996,1.5332400820084815,0.11466344522143102,0.0961568935325301
663554,1.657307260344377,-0.10888464989042568,-0.18446941868616906
665921,1.434436346023053,0.2901944472348097,0.4918745727783551
676353,2.137063744979696,0.12471544171311155,0.23661072704021846
678901,2.5534131914454306,0.018673577145956077,-0.02013567332215027
682419,1.8736379424880354,0.25980312459993016,0.3492277096178382
687163,1.280817215012709,-0.01052809050528003,-0.03629837348805576
687265,1.3917340150094633,-0.12582662320273874,-0.22846861775426208
688066,1.6431660487678217,-0.1888063922086587,-0.2560423832132055
688284,1.5018027886585659,-0.056825520118896966,-0.12117322465534786
688408,1.5590698133081426,0.048720231534739034,0.14781344100595661
693500,1.9188118224988657,0.0037277222795912834,0.024934072769851268
693603,1.859286267726713,0.3401112948430609,0.5964348046401708
695439,1.3355601152882315,-0.16119630915019134,-0.2265221687149115
695747,1.0925756175298937,-0.06022875307570463,-0.06384924392816527
695996,1.4307318727398008,0.05564973579637478,0.10056136265898274
